SerialNo,DeviceName,Position_Date,Lat,Lon,Heading,Speed,Location,Description,Elevation
"8881004443","8881004443","5/7/2021 11:32:24 AM","37.7756091167529","-122.417449150483","0 (N)","0","[Nema]","Position","308"
"8881004443","8881004443","5/7/2021 11:32:37 AM","37.775658249855","-122.417410632968","12 (N)","3","[Nema]","Position","279"
"8881004443","8881004443","5/7/2021 11:32:46 AM","37.7756833831469","-122.417169266939","119 (SE)","0","[Nema]","Position","200"
"8881004443","8881004443","5/7/2021 11:32:51 AM","37.7756540666024","-122.417091799776","192 (S)","1","[Nema]","Position","194"
"8881004443","8881004443","5/7/2021 11:33:26 AM","37.7748467668891","-122.415740066643","135 (SE)","29","914 Minna St San Francisco CA","Position","167"
"8881004443","8881004443","5/7/2021 11:33:26 AM","37.7748467668891","-122.415740066643","135 (SE)","29","914 Minna St San Francisco CA","8881004443 exited, ""Nema"" @ May  7 2021 11:33AM","167"
"8881004443","8881004443","5/7/2021 11:33:36 AM","37.7740077664455","-122.414380783339","134 (SE)","30","1403 Howard St San Francisco CA","Position","112"
"8881004443","8881004443","5/7/2021 11:33:46 AM","37.7730667168895","-122.413108650098","134 (SE)","27","281 10th St San Francisco CA","Position","79"
"8881004443","8881004443","5/7/2021 11:33:56 AM","37.7723550334573","-122.412216216822","137 (SE)","31","345 10th St San Francisco CA","Position","59"
"8881004443","8881004443","5/7/2021 11:34:21 AM","37.7703948167463","-122.40948386689","88 (E)","17","1183 Bryant St San Francisco CA","Position","23"
"8881004443","8881004443","5/7/2021 11:34:30 AM","37.7710442165534","-122.408888599773","36 (NE)","4","1108 Bryant St San Francisco CA","Position","39"
"8881004443","8881004443","5/7/2021 11:34:40 AM","37.7719273497661","-122.407785000404","48 (NE)","42","1069 Bryant St San Francisco CA","Position","36"
"8881004443","8881004443","5/7/2021 11:34:50 AM","37.7729958832264","-122.406482900182","42 (NE)","30","984 Bryant St San Francisco CA","Position","43"
"8881004443","8881004443","5/7/2021 11:34:59 AM","37.7745155334473","-122.406322583556","25 (NE)","34","James Lick Skyway San Francisco CA","Position","39"
"8881004443","8881004443","5/7/2021 11:35:09 AM","37.7754029164712","-122.405529150367","39 (NE)","22","James Lick Skyway San Francisco CA","Position","43"
"8881004443","8881004443","5/7/2021 11:35:19 AM","37.7759852170944","-122.404858032862","43 (NE)","18","I-80 San Francisco CA","Position","52"
"8881004443","8881004443","5/7/2021 11:35:37 AM","37.776818399628","-122.403578750292","53 (NE)","12","430 6th St San Francisco CA","Position","20"
"8881004443","8881004443","5/7/2021 11:35:46 AM","37.7772147834301","-122.402839133143","55 (NE)","21","39 Morris St San Francisco CA","Position","10"
"8881004443","8881004443","5/7/2021 11:35:56 AM","37.7777693331242","-122.401800700029","58 (NE)","24","[37.7777693331242-122.401800700029]","Position","7"
"8881004443","8881004443","5/7/2021 11:36:06 AM","37.7784077833096","-122.40068204999","51 (NE)","27","463 5th St San Francisco CA","Position","3"
"8881004443","8881004443","5/7/2021 11:36:16 AM","37.7792414496342","-122.399607133338","43 (NE)","29","James Lick Skwy San Francisco CA","Position","7"
"8881004443","8881004443","5/7/2021 11:36:26 AM","37.7801030168931","-122.39854566666","43 (NE)","30","192 Stillman St San Francisco CA","Position","0"
"8881004443","8881004443","5/7/2021 11:36:36 AM","37.7810063332319","-122.397596116612","41 (NE)","34","I-80 San Francisco CA","Position","16"
"8881004443","8881004443","5/7/2021 11:36:46 AM","37.7819311668475","-122.39649391671","43 (NE)","28","3rd St San Francisco CA","Position","20"
"8881004443","8881004443","5/7/2021 11:36:55 AM","37.7827364504337","-122.39557343324","45 (NE)","34","50 Stillman St San Francisco CA","Position","36"
"8881004443","8881004443","5/7/2021 11:37:05 AM","37.7837580833274","-122.394304516912","45 (NE)","34","I-80 San Francisco CA","Position","33"
"8881004443","8881004443","5/7/2021 11:37:15 AM","37.7847647500535","-122.392805016538","51 (NE)","41","I-80 San Francisco CA","Position","30"
"8881004443","8881004443","5/7/2021 11:37:25 AM","37.7859136499465","-122.390703050296","54 (NE)","50","I-80 San Francisco CA","Position","33"
"8881004443","8881004443","5/7/2021 11:37:35 AM","37.7880062664549","-122.388859749834","40 (NE)","60","I-80 San Francisco CA","Position","69"
"8881004443","8881004443","5/7/2021 11:37:45 AM","37.7898855502407","-122.386827383439","44 (NE)","64","[bay bridge SF ]","Position","72"
"8881004443","8881004443","5/7/2021 11:37:45 AM","37.7898855502407","-122.386827383439","44 (NE)","64","[bay bridge SF ]","8881004443 entered, ""bay bridge SF "" @ May  7 2021 11:37AM","72"
"8881004443","8881004443","5/7/2021 11:38:05 AM","37.7943094333013","-122.382468100016","40 (NE)","68","[bay bridge SF ]","Position","92"
"8881004443","8881004443","5/7/2021 11:38:15 AM","37.7961080004772","-122.380307999998","47 (NE)","57","[bay bridge SF ]","Position","154"
"8881004443","8881004443","5/7/2021 11:38:25 AM","37.7979191998641","-122.378137683372","41 (NE)","62","[bay bridge SF ]","Position","154"
"8881004443","8881004443","5/7/2021 11:38:36 AM","37.8003087333404","-122.375909383098","37 (NE)","66","[bay bridge SF ]","Position","144"
"8881004443","8881004443","5/7/2021 11:38:46 AM","37.8027013334135","-122.373583983382","38 (NE)","71","[bay bridge SF ]","Position","135"
"8881004443","8881004443","5/7/2021 11:38:55 AM","37.8041257500648","-122.37193291684","43 (NE)","57","[bay bridge SF ]","Position","112"
"8881004443","8881004443","5/7/2021 11:39:05 AM","37.8062756334742","-122.369517316421","44 (NE)","68","[bay bridge SF ]","Position","105"
"8881004443","8881004443","5/7/2021 11:39:15 AM","37.8085939665635","-122.36693688333","44 (NE)","80","I-80 San Francisco CA","Position","98"
"8881004443","8881004443","5/7/2021 11:39:15 AM","37.8085939665635","-122.36693688333","44 (NE)","80","I-80 San Francisco CA","8881004443 exited, ""bay bridge SF "" @ May  7 2021 11:39AM","98"
"8881004443","8881004443","5/7/2021 11:39:33 AM","37.8127278000116","-122.362254466613","43 (NE)","72","I-80 San Francisco CA","Position","89"
"8881004443","8881004443","5/7/2021 11:39:35 AM","37.8131374001503","-122.36182589978","44 (NE)","73","N Gate Rd San Francisco CA","Position","105"
"8881004443","8881004443","5/7/2021 11:39:44 AM","37.8146299829086","-122.359337883194","54 (NE)","73","Bay Bridge San Francisco CA","Position","157"
"8881004443","8881004443","5/7/2021 11:39:54 AM","37.816295816501","-122.356393667062","51 (NE)","73","[San Francisco Bay] San Francisco County California","Position","161"
"8881004443","8881004443","5/7/2021 11:40:04 AM","37.8179102666676","-122.353314366937","61 (NE)","72","[San Francisco Bay] San Francisco County California","Position","144"
"8881004443","8881004443","5/7/2021 11:40:46 AM","37.8205276166399","-122.338391066591","79 (E)","79","I-80 Emeryville CA","Position","89"
"8881004443","8881004443","5/7/2021 11:40:56 AM","37.8210414499044","-122.334809233745","79 (E)","80","I-80 Emeryville CA","Position","62"
"8881004443","8881004443","5/7/2021 11:41:05 AM","37.8215969165166","-122.330776900053","81 (E)","80","I-80 Emeryville CA","Position","62"
"8881004443","8881004443","5/7/2021 11:41:15 AM","37.8219285498063","-122.326916916668","84 (E)","76","I-80 Emeryville CA","Position","13"
"8881004443","8881004443","5/7/2021 11:41:25 AM","37.8222576498985","-122.323249916236","82 (E)","71","I-80 Emeryville CA","Position","0"
"8881004443","8881004443","5/7/2021 11:41:35 AM","37.8228228166699","-122.319399199883","77 (E)","75","I-80 Emeryville CA","Position","3"
"8881004443","8881004443","5/7/2021 11:41:45 AM","37.8235058665276","-122.315511783337","77 (E)","81","I-80 Emeryville CA","Position","7"
"8881004443","8881004443","5/7/2021 11:42:07 AM","37.8248320832849","-122.306558316946","82 (E)","80","I-80 Emeryville CA","Position","10"
"8881004443","8881004443","5/7/2021 11:42:17 AM","37.8255433499813","-122.302619849642","77 (E)","82","I-80 Emeryville CA","Position","10"
"8881004443","8881004443","5/7/2021 11:42:27 AM","37.8263218671083","-122.298749083281","74 (E)","72","I-80 Emeryville CA","Position","7"
"8881004443","8881004443","5/7/2021 11:42:37 AM","37.8271769503752","-122.295558466514","63 (NE)","61","I-80 Emeryville CA","Position","7"
"8881004443","8881004443","5/7/2021 11:42:47 AM","37.8272300004959","-122.292300250133","104 (E)","72","I-880 Emeryville CA","Position","7"
"8881004443","8881004443","5/7/2021 11:42:58 AM","37.8262128998836","-122.288784533739","100 (E)","68","3498 Ettie St Emeryville CA","Position","-10"
"8881004443","8881004443","5/7/2021 11:43:07 AM","37.826737883687","-122.285601700346","75 (E)","73","3501 Louise St Emeryville CA","Position","-3"
"8881004443","8881004443","5/7/2021 11:43:17 AM","37.827243150274","-122.281944666679","90 (E)","72","3498 Harlan St Emeryville CA","Position","-10"
"8881004443","8881004443","5/7/2021 11:43:27 AM","37.8265279163917","-122.278275350233","106 (E)","73","San Pablo Ave Emeryville CA","Position","0"
"8881004443","8881004443","5/7/2021 11:43:37 AM","37.8255365828673","-122.274614366889","109 (E)","81","I-580 Emeryville CA","Position","10"
"8881004443","8881004443","5/7/2021 11:43:47 AM","37.8245959664385","-122.270992066463","105 (E)","72","696 35th St Oakland CA","Position","43"
"8881004443","8881004443","5/7/2021 11:43:57 AM","37.8249867667754","-122.267883899808","59 (NE)","62","CA-24 Oakland CA","Position","56"
"8881004443","8881004443","5/7/2021 11:44:11 AM","37.8275043169657","-122.266892632842","12 (N)","22","Grove Shafter Frwy Oakland CA","Position","85"
"8881004443","8881004443","5/7/2021 11:44:20 AM","37.8282895336548","-122.26670320034","12 (N)","29","Grove Shafter Frwy Oakland CA","Position","102"
"8881004443","8881004443","5/7/2021 11:44:30 AM","37.8296225667","-122.266397633341","7 (N)","39","572 40th St Oakland CA","Position","98"
"8881004443","8881004443","5/7/2021 11:44:40 AM","37.8312790165345","-122.266037966684","8 (N)","52","572 42nd St Oakland CA","Position","92"
"8881004443","8881004443","5/7/2021 11:44:50 AM","37.8339452166731","-122.265479416649","9 (N)","66","Grove Shafter Frwy Oakland CA","Position","95"
"8881004443","8881004443","5/7/2021 11:45:00 AM","37.8359456166625","-122.265280516694","3 (N)","36","Grove Shafter Frwy Oakland CA","Position","89"
"8881004443","8881004443","5/7/2021 11:45:10 AM","37.8365870500604","-122.265174916635","2 (N)","13","Grove Shafter Frwy Oakland CA","Position","82"
"8881004443","8881004443","5/7/2021 11:45:20 AM","37.837437633425","-122.264993483325","11 (N)","15","Grove Shafter Frwy Oakland CA","Position","72"
"8881004443","8881004443","5/7/2021 11:45:30 AM","37.8377776334683","-122.264572583387","73 (E)","19","604 52nd St Oakland CA","Position","85"
"8881004443","8881004443","5/7/2021 11:45:40 AM","37.8374940998852","-122.264185550064","182 (S)","7","5141 Shattuck Ave Oakland CA","Position","85"
"8881004443","8881004443","5/7/2021 11:45:50 AM","37.8375749667486","-122.264238533378","341 (N)","11","5161 Shattuck Ave Oakland CA","Position","95"
"8881004443","8881004443","5/7/2021 11:46:00 AM","37.8385489165783","-122.264333699892","353 (N)","26","598 53rd St Oakland CA","Position","95"
"8881004443","8881004443","5/7/2021 11:46:10 AM","37.8395055164893","-122.264469733338","358 (N)","20","602 54th St Oakland CA","Position","85"
"8881004443","8881004443","5/7/2021 11:46:22 AM","37.8401820167899","-122.264600933343","350 (N)","14","5475 Shattuck Ave Oakland CA","Position","75"
"8881004443","8881004443","5/7/2021 11:46:31 AM","37.8404337833325","-122.26378156667","96 (E)","25","572 55th St Oakland CA","Position","82"
"8881004443","8881004443","5/7/2021 11:46:41 AM","37.8406210998694","-122.263237199932","39 (NE)","6","CA-24 Oakland CA","Position","75"
"8881004443","8881004443","5/7/2021 11:46:47 AM","37.8406654501955","-122.263202200085","279 (W)","1","550 55th St Oakland CA","Position","69"
"8881004443","8881004443","5/7/2021 11:47:01 AM","37.8400706330935","-122.263064983239","186 (S)","9","545 55th St Oakland CA","Position","69"
"8881004443","8881004443","5/7/2021 11:47:11 AM","37.8399539331595","-122.262614216655","94 (E)","10","527 55th St Oakland CA","Position","75"
"8881004443","8881004443","5/7/2021 11:47:21 AM","37.8399418498079","-122.262262066702","64 (NE)","5","515 55th St Oakland CA","Position","82"
"8881004443","8881004443","5/7/2021 11:47:30 AM","37.8400244499246","-122.262212266525","90 (E)","0","513 55th St Oakland CA","Position","72"
"8881004443","8881004443","5/7/2021 11:47:39 AM","37.8399938166142","-122.262198150158","91 (E)","0","513 55th St Oakland CA","Position","82"
"8881004443","8881004443","5/7/2021 11:47:57 AM","37.8400334998965","-122.262161533535","15 (N)","0","511 55th St Oakland CA","Position","98"
"8881004443","8881004443","5/7/2021 11:47:57 AM","37.8400334998965","-122.262161533535","15 (N)","0","511 55th St Oakland CA","Stopped","98"
"8881004443","8881004443","5/7/2021 12:07:06 PM","37.8399257833759","-122.262692633271","277 (W)","6","529 55th St Oakland CA","Stopped","92"
"8881004443","8881004443","5/7/2021 12:07:14 PM","37.8401013667385","-122.263099350035","342 (N)","11","545 55th St Oakland CA","Position","95"
"8881004443","8881004443","5/7/2021 12:07:19 PM","37.8402249167363","-122.263026650002","25 (NE)","1","543 55th St Oakland CA","Position","98"
"8881004443","8881004443","5/7/2021 12:07:34 PM","37.8402683501442","-122.263226233423","266 (W)","14","551 55th St Oakland CA","Position","89"
"8881004443","8881004443","5/7/2021 12:07:44 PM","37.8404148335258","-122.264106866717","249 (W)","2","584 55th St Oakland CA","Position","85"
"8881004443","8881004443","5/7/2021 12:07:46 PM","37.8404106666644","-122.26413228338","240 (SW)","0","584 55th St Oakland CA","Position","85"
"8881004443","8881004443","5/7/2021 12:08:14 PM","37.8404147331913","-122.264153683434","272 (W)","4","584 55th St Oakland CA","Position","98"
"8881004443","8881004443","5/7/2021 12:08:23 PM","37.8401963333289","-122.264467983445","178 (S)","19","5480 Shattuck Ave Oakland CA","Position","105"
"8881004443","8881004443","5/7/2021 12:08:43 PM","37.838167899847","-122.264152316749","177 (S)","4","5252 Shattuck Ave Oakland CA","Position","95"
"8881004443","8881004443","5/7/2021 12:08:53 PM","37.8378708998362","-122.264723000055","255 (W)","24","608 52nd St Oakland CA","Position","92"
"8881004443","8881004443","5/7/2021 12:09:03 PM","37.8377011333903","-122.266264183323","242 (SW)","25","680 52nd St Oakland CA","Position","102"
"8881004443","8881004443","5/7/2021 12:09:13 PM","37.8351236167053","-122.266378183321","188 (S)","66","Grove Shafter Frwy Oakland CA","Position","89"
"8881004443","8881004443","5/7/2021 12:09:23 PM","37.8322519828876","-122.267023349802","191 (S)","77","Grove Shafter Frwy Oakland CA","Position","79"
"8881004443","8881004443","5/7/2021 12:09:33 PM","37.829606616497","-122.267538266381","191 (S)","59","614 40th St Oakland CA","Position","79"
"8881004443","8881004443","5/7/2021 12:09:43 PM","37.8276036163171","-122.268033316731","190 (S)","43","Grove Shafter Frwy Oakland CA","Position","79"
"8881004443","8881004443","5/7/2021 12:09:53 PM","37.8260681162278","-122.268556316694","206 (SW)","33","601 37th St Oakland CA","Position","72"
"8881004443","8881004443","5/7/2021 12:10:03 PM","37.8252756337325","-122.269849616289","252 (W)","32","MacArthur Fwy","Position","62"
"8881004443","8881004443","5/7/2021 12:10:13 PM","37.8253901004791","-122.271558516224","284 (W)","39","741 36th St Oakland CA","Position","59"
"8881004443","8881004443","5/7/2021 12:10:24 PM","37.825797967116","-122.273565816879","280 (W)","37","849 36th St Emeryville CA","Position","52"
"8881004443","8881004443","5/7/2021 12:10:34 PM","37.8260484665632","-122.274809283018","283 (W)","27","893 36th St Emeryville CA","Position","43"
"8881004443","8881004443","5/7/2021 12:10:43 PM","37.826358050108","-122.276253350079","284 (W)","24","969 36th St Emeryville CA","Position","43"
"8881004443","8881004443","5/7/2021 12:10:53 PM","37.8264509499073","-122.276868949831","282 (W)","16","1005 36th St Emeryville CA","Position","39"
"8881004443","8881004443","5/7/2021 12:11:03 PM","37.8267010500034","-122.278136650225","284 (W)","34","I-580 Emeryville CA","Position","36"
"8881004443","8881004443","5/7/2021 12:11:13 PM","37.8273757000764","-122.281101416548","286 (W)","50","Peralta St Emeryville CA","Position","36"
"8881004443","8881004443","5/7/2021 12:11:23 PM","37.8274695167939","-122.283554700017","263 (W)","47","MacArthur Frwy Emeryville CA","Position","20"
"8881004443","8881004443","5/7/2021 12:11:33 PM","37.8268751164277","-122.286314550042","252 (W)","65","MacArthur Frwy Emeryville CA","Position","26"
"8881004443","8881004443","5/7/2021 12:11:53 PM","37.8280066003402","-122.292768683533","293 (NW)","58","MacArthur Frwy Emeryville CA","Position","26"
"8881004443","8881004443","5/7/2021 12:12:03 PM","37.827619300286","-122.29560371687","242 (SW)","61","I-80 Emeryville CA","Position","16"
"8881004443","8881004443","5/7/2021 12:12:13 PM","37.8267870833476","-122.298534499978","253 (W)","59","I-80 Emeryville CA","Position","-7"
"8881004443","8881004443","5/7/2021 12:12:23 PM","37.8260382503271","-122.301915883025","255 (W)","69","I-80 Emeryville CA","Position","-7"
"8881004443","8881004443","5/7/2021 12:12:33 PM","37.8252890835206","-122.305756816268","259 (W)","82","I-80 Emeryville CA","Position","-3"
"8881004443","8881004443","5/7/2021 12:12:43 PM","37.824912383159","-122.309596883257","265 (W)","72","I-80 Emeryville CA","Position","-13"
"8881004443","8881004443","5/7/2021 12:12:53 PM","37.8246871501207","-122.312901933243","263 (W)","55","I-80 Emeryville CA","Position","-7"
"8881004443","8881004443","5/7/2021 12:13:00 PM","37.8245311667522","-122.314020350079","264 (W)","25","I-80 Emeryville CA","Position","-3"
"8881004443","8881004443","5/7/2021 12:13:03 PM","37.824432716767","-122.314522116631","258 (W)","34","I-80 Emeryville CA","Position","-10"
"8881004443","8881004443","5/7/2021 12:13:13 PM","37.8238997831941","-122.317654483517","254 (W)","70","I-80 Emeryville CA","Position","0"
"8881004443","8881004443","5/7/2021 12:13:23 PM","37.8228843833009","-122.321126850446","251 (W)","68","I-80 Emeryville CA","Position","-13"
"8881004443","8881004443","5/7/2021 12:13:33 PM","37.8223888501525","-122.324559100469","264 (W)","69","I-80 Emeryville CA","Position","-7"
"8881004443","8881004443","5/7/2021 12:13:43 PM","37.8220814501246","-122.328618016839","264 (W)","81","I-80 Emeryville CA","Position","0"
"8881004443","8881004443","5/7/2021 12:13:53 PM","37.8216754168272","-122.332607333362","261 (W)","77","[San Francisco Bay] Alameda County California","Position","16"
"8881004443","8881004443","5/7/2021 12:14:03 PM","37.8211370666822","-122.336430983742","259 (W)","78","[San Francisco Bay] Alameda County California","Position","33"
"8881004443","8881004443","5/7/2021 12:14:13 PM","37.8205378333728","-122.340448750059","258 (W)","81","[San Francisco Bay] Alameda County California","Position","62"
"8881004443","8881004443","5/7/2021 12:14:23 PM","37.819930716604","-122.344530683259","259 (W)","85","[San Francisco Bay] Alameda County California","Position","79"
"8881004443","8881004443","5/7/2021 12:15:17 PM","37.8129622995853","-122.36218264997","220 (SW)","68","N Gate Rd San Francisco CA","Position","161"
"8881004443","8881004443","5/7/2021 12:15:27 PM","37.8108425329129","-122.364162049939","219 (SW)","64","Bay Bridge San Francisco CA","Position","157"
"8881004443","8881004443","5/7/2021 12:15:39 PM","37.8084742496411","-122.366772516569","221 (SW)","67","Bay Bridge San Francisco CA","Position","92"
"8881004443","8881004443","5/7/2021 12:15:41 PM","37.808009083569","-122.367197666566","221 (SW)","66","Bay Bridge San Francisco CA","Position","102"
"8881004443","8881004443","5/7/2021 12:15:50 PM","37.8063921168447","-122.368943799535","220 (SW)","59","[bay bridge SF ]","Position","157"
"8881004443","8881004443","5/7/2021 12:15:50 PM","37.8063921168447","-122.368943799535","220 (SW)","59","[bay bridge SF ]","8881004443 entered, ""bay bridge SF "" @ May  7 2021 12:15PM","157"
"8881004443","8881004443","5/7/2021 12:16:00 PM","37.8041810666521","-122.371337449551","220 (SW)","75","[bay bridge SF ]","Position","184"
"8881004443","8881004443","5/7/2021 12:16:10 PM","37.8018762833128","-122.373787149787","220 (SW)","78","[bay bridge SF ]","Position","203"
"8881004443","8881004443","5/7/2021 12:16:20 PM","37.7997262666623","-122.376107199987","220 (SW)","66","[bay bridge SF ]","Position","210"
"8881004443","8881004443","5/7/2021 12:17:17 PM","37.7881866166989","-122.388447933396","218 (SW)","67","I-80 San Francisco CA","Position","164"
"8881004443","8881004443","5/7/2021 12:17:17 PM","37.7881866166989","-122.388447933396","218 (SW)","67","I-80 San Francisco CA","8881004443 exited, ""bay bridge SF "" @ May  7 2021 12:17PM","164"
"8881004443","8881004443","5/7/2021 12:17:27 PM","37.7861516334116","-122.390603883068","221 (SW)","60","I-80 San Francisco CA","Position","141"
"8881004443","8881004443","5/7/2021 12:17:37 PM","37.7849645833174","-122.392822283506","238 (SW)","47","I-80 San Francisco CA","Position","108"
"8881004443","8881004443","5/7/2021 12:17:47 PM","37.7838962333277","-122.394445816676","224 (SW)","42","2nd St San Francisco CA","Position","85"
"8881004443","8881004443","5/7/2021 12:17:57 PM","37.782738250494","-122.395907866706","225 (SW)","34","33 Perry St San Francisco CA","Position","62"
"8881004443","8881004443","5/7/2021 12:18:00 PM","37.7825447837512","-122.396138400088","225 (SW)","31","South Park","Position","62"
"8881004443","8881004443","5/7/2021 12:18:06 PM","37.7819578995307","-122.396906233331","226 (SW)","29","107 Perry St San Francisco CA","Position","43"
"8881004443","8881004443","5/7/2021 12:18:16 PM","37.7810202668111","-122.398184200004","226 (SW)","40","I-80 San Francisco CA","Position","33"
"8881004443","8881004443","5/7/2021 12:18:26 PM","37.7799129833778","-122.399636083345","225 (SW)","39","James Lick Skwy San Francisco CA","Position","10"
"8881004443","8881004443","5/7/2021 12:18:36 PM","37.7787413835526","-122.401124683023","226 (SW)","42","James Lick Skyway San Francisco CA","Position","13"
"8881004443","8881004443","5/7/2021 12:18:46 PM","37.7777071336905","-122.402578416467","232 (SW)","31","32 Oak Grove St San Francisco CA","Position","13"
"8881004443","8881004443","5/7/2021 12:18:56 PM","37.7765599330266","-122.404442566633","233 (SW)","61","James Lick Skyway San Francisco CA","Position","7"
"8881004443","8881004443","5/7/2021 12:19:16 PM","37.7738192831477","-122.407453749577","227 (SW)","32","99 Homer St San Francisco CA","Position","20"
"8881004443","8881004443","5/7/2021 12:19:26 PM","37.7735316331188","-122.408466466765","213 (SW)","9","410 8th St San Francisco CA","Position","10"
"8881004443","8881004443","5/7/2021 12:19:36 PM","37.7734040165941","-122.408296266198","79 (E)","1","420 8th St San Francisco CA","Position","10"
"8881004443","8881004443","5/7/2021 12:19:40 PM","37.7733607833584","-122.408201782902","90 (E)","0","424 8th St San Francisco CA","Position","10"
"8881004443","8881004443","5/7/2021 12:19:40 PM","37.7733607833584","-122.408201782902","90 (E)","0","424 8th St San Francisco CA","Stopped","10"
"8881004443","8881004443","5/7/2021 12:23:33 PM","37.7735700666904","-122.408715250095","314 (NW)","8","1212 Harrison St San Francisco CA","Stopped","197"
"8881004443","8881004443","5/7/2021 12:23:36 PM","37.7735562334458","-122.40875818332","325 (NW)","1","1214 Harrison St San Francisco CA","Position","177"
"8881004443","8881004443","5/7/2021 12:23:51 PM","37.7735701501369","-122.408837016424","303 (NW)","5","1216 Harrison St San Francisco CA","Position","151"
"8881004443","8881004443","5/7/2021 12:24:01 PM","37.7730256999532","-122.409226766725","222 (SW)","12","1237 Harrison St San Francisco CA","Position","85"
"8881004443","8881004443","5/7/2021 12:24:10 PM","37.7729310497642","-122.409575583537","272 (W)","0","1266 Harrison St San Francisco CA","Position","39"
"8881004443","8881004443","5/7/2021 12:24:21 PM","37.7728850498795","-122.409724383553","223 (SW)","9","90 Gordon St San Francisco CA","Position","33"
"8881004443","8881004443","5/7/2021 12:24:30 PM","37.7725153500835","-122.410281133155","241 (SW)","17","1308 Harrison St San Francisco CA","Position","7"
"8881004443","8881004443","5/7/2021 12:24:54 PM","37.773602599899","-122.411828050017","299 (NW)","0","1321 Folsom St San Francisco CA","Position","-7"
"8881004443","8881004443","5/7/2021 12:24:54 PM","37.773602599899","-122.411828050017","299 (NW)","0","1321 Folsom St San Francisco CA","Position","-7"
"8881004443","8881004443","5/7/2021 12:25:23 PM","37.7736431499322","-122.411873400211","308 (NW)","8","1320 Folsom St San Francisco CA","Position","-26"
"8881004443","8881004443","5/7/2021 12:25:33 PM","37.7745747998357","-122.412866533299","316 (NW)","22","222 9th St San Francisco CA","Position","10"
"8881004443","8881004443","5/7/2021 12:25:43 PM","37.7748000999292","-122.413133583218","322 (NW)","0","208 9th St San Francisco CA","Position","20"
"8881004443","8881004443","5/7/2021 12:25:53 PM","37.7748575165868","-122.413219966739","304 (NW)","6","1307 Howard St San Francisco CA","Position","20"
"8881004443","8881004443","5/7/2021 12:26:03 PM","37.7758953164021","-122.414481699963","314 (NW)","28","110 9th St San Francisco CA","Position","23"
"8881004443","8881004443","5/7/2021 12:26:13 PM","37.7762313663959","-122.414737033347","356 (N)","5","1303 Mission St San Francisco CA","Position","20"
"8881004443","8881004443","5/7/2021 12:26:22 PM","37.7761718501647","-122.414666283379","158 (SE)","1","105 9th St San Francisco CA","Position","23"
"8881004443","8881004443","5/7/2021 12:26:43 PM","37.7768768668175","-122.415683433351","315 (NW)","43","46 9th St San Francisco CA","Position","10"
"8881004443","8881004443","5/7/2021 12:27:05 PM","37.7775482664506","-122.417939116557","244 (SW)","7","88 Hayes St San Francisco CA","Position","49"
"8881004443","8881004443","5/7/2021 12:27:14 PM","37.776666500171","-122.417716483275","159 (S)","21","[Nema]","Position","89"
"8881004443","8881004443","5/7/2021 12:27:14 PM","37.776666500171","-122.417716483275","159 (S)","21","[Nema]","8881004443 entered, ""Nema"" @ May  7 2021 12:27PM","89"
"8881004443","8881004443","5/7/2021 12:27:24 PM","37.7761608829101","-122.416986183325","144 (SE)","15","[Nema]","Position","105"
"8881004443","8881004443","5/7/2021 12:27:34 PM","37.7757980664571","-122.416483083336","149 (SE)","14","[Nema]","Position","115"
"8881004443","8881004443","5/7/2021 12:27:44 PM","37.7756009995937","-122.416911349694","287 (W)","8","[Nema]","Position","131"
"8881004443","8881004443","5/7/2021 12:27:47 PM","37.7756162335475","-122.417006449898","282 (W)","7","[Nema]","Stopped","125"
"8881004443","8881004443","5/7/2021 6:41:24 PM","37.7755307664474","-122.41635339999","0 (N)","0","80 10th St San Francisco CA","Position","909"
"8881004443","8881004443","5/7/2021 6:41:24 PM","37.7755307664474","-122.41635339999","0 (N)","0","80 10th St San Francisco CA","8881004443 exited, ""Nema"" @ May  7 2021  6:41PM","909"
"8881004443","8881004443","5/7/2021 6:41:47 PM","37.7757708330949","-122.416849716504","278 (W)","8","[Nema]","Position","371"
"8881004443","8881004443","5/7/2021 6:41:47 PM","37.7757708330949","-122.416849716504","278 (W)","8","[Nema]","8881004443 entered, ""Nema"" @ May  7 2021  6:41PM","371"
"8881004443","8881004443","5/7/2021 6:41:49 PM","37.775752183795","-122.416944767038","268 (W)","4","[Nema]","Position","344"
"8881004443","8881004443","5/7/2021 6:41:58 PM","37.7765622337659","-122.415997550016","44 (NE)","19","9th St","Position","253"
"8881004443","8881004443","5/7/2021 6:41:58 PM","37.7765622337659","-122.415997550016","44 (NE)","19","9th St","8881004443 exited, ""Nema"" @ May  7 2021  6:41PM","253"
"8881004443","8881004443","5/7/2021 6:42:08 PM","37.7769706169764","-122.415624283378","326 (NW)","12","45 9th St San Francisco CA","Position","187"
"8881004443","8881004443","5/7/2021 6:42:18 PM","37.7770783166091","-122.415969249979","299 (NW)","0","30 9th St San Francisco CA","Position","108"
"8881004443","8881004443","5/7/2021 6:42:38 PM","37.7770922829707","-122.415922950022","320 (NW)","2","32 9th St San Francisco CA","Position","52"
"8881004443","8881004443","5/7/2021 6:42:48 PM","37.7775431334972","-122.416490799996","312 (NW)","19","1306 Market St San Francisco CA","Position","7"
"8881004443","8881004443","5/7/2021 6:42:58 PM","37.7776079167922","-122.417603683472","260 (W)","30","62 Hayes St San Francisco CA","Position","59"
